review,sentiment,label
"Following a roughly 7 year rocky road on NBC, it was decided to do just one last Super Installment. The Series had been on the bubble several times thanks to not having the numbers that would qualify it as a block-buster of a TV hour. It had always had a sizable, hard core of hard corps of followers. <br /><br />It was almost as if the series with the full title of ""HOMICIDE: LIFE ON THE STREET"" (1993-99) was a sort of ""Mr. In-Between"" of series. It was too big to just cancel, but too small to get a case of 'Rabid Ratings Ravings' over. <br /><br />During the precarious tenure on Friday evenings, they had presented some of the best and most daringly Artistic of Hourly Dramas. There, I've said it Artistic, Artistic!! But please, remember we mean Artistic, but not just Phony, Pretentious, Pedantic, Politically Correct preaching.<br /><br />When at last, it was a sure thing that it was the end of the line for ""HOMICIDE""; this super episode was prepared as this 2 hour made for TV Movie. <br /><br />Looking at all the past seasons' happenings and parade of regular characters, the Production team went out and gave us what proved to be a super send off.<br /><br />OUR STORY. As we join the story, we find that Baltimore Homicide Unit Commanding Officer, Lt. Al Giardello has ""pulled the pin"", Retired from the job, that is. But 'G' isn't ready to really retire-retire yet. So, instead of a rocking chair o a fishing rod, we find that Al is running for Mayor of 'Charm City.'<br /><br />While out in the City, making some campaign stops and speeches, the former Detective Lieutenant takes an assassin's bullet. Alive, but in a comatose state, he is taken to the Hospital. <br /><br />News spreads quickly and as if officially summoned, we find all of the Detectives of the Baltimore Unit we've seen on the show showing up to offer their services and assistance. There is a great meeting of all of these former and present gumshoes as they pitch in and follow every lead and possibility of a lead.<br /><br />The Producer found a way to deal with those who had died previously in bringing their memory into the story. They managed to answer some long standing questions and even introduced some here to unrevealed ones. The whole story winds up the series in a most satisfying and original way. But at least for now, we'll leave that as ""classified"".<br /><br />In wrapping up everything into a neat, little package, this TV Movie surely gets our endorsement. As for grading ""THE HOMICIDE MOVIE"", we must give it an A or A+, even. But, no matter the Grade here, it didn't score as high as a typical weekly episode.",positive,1
"I had no idea of the facts this film presents. As I remember this situation I accepted the information presented then in the media: a confused happening around a dubious personality: Mr. Chavez. The film is a revelation of many realities, I wonder if something of this caliber has ever been made. I supposed the protagonist was Mr.Chavez but everyone coming up on picture<br /><br />was important and at the end the reality of that entelechy: the people, was overwhelming. Thank you Kim Bartley and Donnacha O´Briain.<br /><br />",positive,1
i love this show. i hate when it goes to season finale because it feels like forever until the season starts again!! i have followed this show since its pilot then all the way threw from where rusty starts college and see's Casey his sister to now where he's dating Dana.. love this show cant wait until Monday night!! Also i am so glad that cappie and Casey finally got back together that was driving me crazy!!! As for Evan and rebecca i hope they get back together which it just feels like they will by the finale. i just looked it up about the main part of the cast and i am so SHOCKED that Casey Cartwright(Spencer Grammar)is Kelsey Grammar's daughter!!! that just surprises me so much and the other thing that's a huge SHOCKER is that she was born the same year as me and that she was born on my baby brother birth date with my year and i had been watching her the whole entire time and had no clue!!,positive,1
"Paris Je T ' aime is a movie that explores the different kinds and aspects of love and all the emotions that it provokes. This movie reunites some of the best directors from around the world such as Gus Van Sant, Joel and Ethan Coen , Walter Salles a...(read more)nd Alfonso Cuaron to tell short stories about love located in Paris, each one with their particular way of directing. In this film we also have one of the best cast ever seen in a movie including such great actors like Willem Dafoe, Steve Buscemi, Natalie Portman, Elijah Wood, Gerard Depardieu and many more each one with great performances. In conclusion, this movie is a compilation of stories of happiness, separation, unexpected encounters and love.",positive,1
"This movie is a great film. The movie shows so many themes all in one amazing film. Driving Lessons centers around Ben (Rupert Grint) a shy 17 year old who is coming of age. The movie goes on about how Ben is sick of his dominating mother and how he just wants to be himself. Ben then meets Evie, who he makes a very special bond with. The two take a journey and in the process Ben finds himself and what a relationship that he and Evie share. This is the movie that you watch by yourself, or with someone else. No matter what, you will all feel what Ben goes through in the movie. It is a very heart warming film that just makes you think whether your driving lessons were ever as emotional or as much of a journey as Ben's Lessons.",positive,1
"It was clear right from the beginning that 9/11 would inspire about as many films as World War II and Vietnam combined; however, there is certainly a big danger that most of these films to come are about as good (or rather: bad) as Pearl Harbor. It is a great luck that the first international release about 9/11 is not a cheesy love story starring a bunch of pretty faces, but a collective work of 11 directors from the entire world.<br /><br />I'm not intending to say that all 11 episodes are great (Youssef Chahine's, for example, has a needless prologue with too many cuts and Shohei Imamura's has a really bizarre ending) or that the segments are in the right order (Imamura's, being the only one not referring directly to the Twin Towers, should open the film, not end it, Alejandro Gonzales Inarritu's should be the last one instead, as it's the most impressive one). But it is an impressing effort and an interesting portrayal of the way other parts of the world react to the collapse of the twin towers.<br /><br />Consider Samira Makhmalbaf's opening segment, in which an Afghan teachers tries to explain to her pupils what happened in New York and unsuccessfully suggests a one-minute silence. Or Idrissa Ouedraogo's part (which features a bin Laden-double so much resembling the real one that you'll be shocked when you see him, I promise), in which 5 boys muse about good things that can be done with the reward put out on Laden.<br /><br />There's a surprisingly good (and extremely angry) segment by Ken Loach about a man from Chile talking about what he calls ""our Tuesday September 11"" - that September 11 in 1973 when their elected president Allende was killed and Pinochet installed his dictatorship - with the generous help from Henry Kissinger and the CIA. This could have become a terrible effort in Anti-Americanism, but it did become a sad tale and shares my recognition for the best segment with Inarritu's (mainly sound impressions and phone calls from the hijacked planes to a black screen, sometimes a few pictures of people falling down the WTC and finally a collapsing tower, ending with the screen brightening up and one question appearing) and Amos Gitai's about a hysterical reporter trying desperatly to get on air after a car bomb exploded in Tel Aviv (hard to recognize, but this one is a masterpiece of choreography).<br /><br />All these different segments (I haven't mentioned yet Claude Lelouch's about a deaf girl, Danis Tanovic's about a demonstration of the Women of Srebrenica, Mira Nair's - strange, but it takes an Indian director to make the part that is probably most appealing to Western tastes - about a Muslim family whose son is under a terrible suspicion after 9/11 and Sean Penn's with Ernest Borgnine (yes, Ernest Borgnine) as a widower leading the most depressive life one can imagine) add up to a unique film not easy to watch and hard to forget. I am sure this film will be a classic known to everyone thirty years from now. I hope it will be remembered for starting a long tradition of world cinema movies. But, alas, it's far more probable it will be remembered as a one-film-only effort. And as the one of the few 9/11 movies made by then that don't reduce this terrible event to a love story with a happy end just to please the audience.",positive,1
"People who know me say I have a weakness for animated films.<br /><br />To be fair, those people are HALF right My actual weakness is for exceptionally well-done animated films, such as this vintage family flick from Max and David Fleischer.<br /><br />You may be thinking to yourself, ""well if it's so great, why haven't I heard of it?"" Fair question. This movie was released the same week as the attacks on Pearl Harbor. The unavoidably bad timing caused the film to sink into relative obscurity. Things are looking up, though, because it has finally been released on DVD under the title ""BUGVILLE"".<br /><br />It's funny that the film went through all this, because it kind of mirrors the actual plot. Although some people claim that the movie is trying to send an environmental message (ugh), I personally think that the movie's main idea is perseverance through adversity and hard times (after all, the country had barely pulled out of the Depression at the time).<br /><br />Our grasshopper hero, Hoppity, desperately wants to help his endangered community. Problem: each time he tries, whether through the ill-will of others or through simple bad luck, he fails miserably...and slowly begins to earn the disdain of the very people he's trying to save. Although he does his best to maintain a positive outlook, he occasionally breaks down and it's only through the encouragement and support of his friends that he gets back on his feet and fights the good fight. Just a healthy reminder that, when all is said and done, no one is really self-sufficient.<br /><br />""Okay"", you're saying. ""It has a good message (two actually). Does that really make it EXCEPTIONALLY WELL-DONE?"" <br /><br />My answer: Partially.<br /><br />It's not just the message that makes this movie special. It's the characterization. This is one of those films where you can just see the personality of each cast member in their animation. You almost don't even need the spoken lines. A good way to sum it all up is ""energetic"" or ""lively"". A lot of movies have used the selling point, ""lovable cast of characters"". Whenever I hear that line, it always makes me think of this movie.<br /><br />Case in point, the bad guys: Swat the Fly and Smack the Mosquito. Many movies have ""lovable"" villains, but I don't think you'll find any as entertaining or endearing as these fellows. Forget that 3 Stooges Cartoon from the 60s. Swat and Smack are the closest thing to an animated version of Moe and Curly (but sadly not Larry) that you'll ever find. Virtually all of the funniest moments somehow involve this gruesome twosome. Yeah, they're rotten no-goodniks, but you still care about them. That's the kind of power you only see from a really talented writer, director, and crew.<br /><br />The movie has two brief jokes revolving around racial stereotypes (Native Americans and Chinese). I don't think they were intended to be malicious; but they're there, regardless. They didn't bother me, but it'd be pretty unfair of me not to warn someone who potentially would be bothered by them.<br /><br />So, if you share my weakness (and I think you do), give this one a go.",positive,1
"This is a brilliant, lavish Czech film from the Sverak father and son team, all about two Czech pilots who flee to England to help the RAF in the Battle of Britain but who also fall out over a woman (the beautiful Tara Fitzgerald). Features some excellent and incredibly realistic aerial combat scenes  probably the best ever and much better than Pearl Harbour or even the film Battle of Britain - and a number of interesting general themes such as love, war, romance, comradeship, loss and servitude. Also, the trials and tribulations of moving abroad and learning a foreign language (though made easier here with the great stalwart Anna Massey).<br /><br />The film has some great little motifs such as the world famous RAF bullseye device, shown throughout and at one point nicely reflected in the black vinyl record, spinning around cutely (music is another theme of the film, of course). Plus, all of the traditional icons of English life: dimpled beer glasses (unlike the post-war straight glasses used in Pearl Harbour), tea in a nice china tea set in an English country garden (though shot in the Czech Republic?), the mascot dog, a vintage bottle of HP sauce, even a darts board!<br /><br />Of course, the airfield and surrounding countryside is ridiculously unlike anywhere in the south of England, though the virtuouso aerial sequences make up for this, showing Eastbourne and the Seven Sisters, always synonomous with southern England and the Battle of Britain. But best of all is the sensational musical score from Ondrej Soukup, as good as anything from Hans Zimmer yet all in the tradition of the late, excellent Ron Goodwin who scored the original Battle of Britain film amongst other classic English war films. There's even a nice little cameo role for the  apparently  famous Czech musician and actor (and Kevin Kline lookalike) Oldrich Kaiser, who plays on the piano the title theme song, Dark Blue Sky. Excellent!<br /><br />It's got a few smutty yet funny little Freudian devices too, such as always showing an inflated condom floating by the ceiling whenever Karel (the callow but brilliant Krystof Hadek) is stuck at the airfield while his love rival and fellow pilot Frantisek (Ondrej Vetchy) is with Susan.<br /><br />Another great English actor in this film! Charles Dance is of course fine as Wing Commander Bentley.<br /><br />Highly recommended and well worth watching/hiring  get the DVD with special features (stuff like how they created the dog fights and stuff). Probably the only film ever to combine subtitles with characters speaking English, German, French and Czech all at once.",positive,1
"Version: Universal / Hong Kong Legends R4 DVD release. Cantonese / English subtitles<br /><br />Once upon a time, five years ago, the world was obsessed with 'The Matrix', and I was perhaps one of the few fifteen year olds left who still believed that 'Terminator' was better than 'Matrix'. I was but a simple teenage boy, looking for a good action movie, and then there was a shining light on a TV station I had never really watched, a little station known as SBS. One night I noticed in the TV guide that a movie starring Jackie Chan - 'Police Story' would be on later. Being fifteen, and having only seen 'Rumble in the Bronx' and 'Rush Hour', I said... ""WOW AWESOME"" and sat down to watch it, and continually shouted ""WOW AWESOME"" as the movie progressed. Two weeks later, after SBS had shown the 'Police Story' trilogy, I knew I had found my new favourite actor.<br /><br />Jackie plays Chan Ka Kui, a Hong Kong cop who busts a major drug-lord, Chu (Yuen Chor). Chu's secretary, Selina Fong (Brigitte Lin), is being held by the police as a witness against Chu, and Chan is assigned to protect her. Things go bad - reaaaal bad - when Chu's case is dismissed and he decides he wants Fong and Chan dead.<br /><br />'Police Story' is one of the greatest action movies ever, and certainly one of my favourite Jackie Chan films. It starts off strong, and ends with one of the most incredible action sequences ever filmed. Everything in between is great. However, some of the funny parts may seem a little tasteless to more than a few people...<br /><br />As a story, this is still one of Jackie's better efforts. For an action movie, the story is pretty good, and Jackie is a much better actor in this than he is in the acting & plot intensive 'New Police Story'. This isn't 'Miracles', but maybe that's a good thing.<br /><br />'Police Story' is one of Jackie's finest works. It got me hooked on Jackie Chan movies, and should provide a nice start for any potential Jackie fans. The bad news for anyone who sees this first is that Jackie Chan movies don't come much better - 10/10",positive,1
"This is a truly great film, with excellent direction. The core plot element, the painting of mila's ass is captivating. I really can't express in words just how much I enjoyed watching Mila getting her ass painted repeatedly.<br /><br />Connor",positive,1
"Jackass Number Two is easily the most hilarious film of 2006, beating the also hilarious Clerks II. It is one of the best sequels in recent memory, beating Jackass The Movie in every way. Now, this film may be the funniest, but it is also the most offensive, appalling, and utterly disgusting. You will find yourself feeling sick several times throughout the film. I'm completely serious when I say don't eat anything before watching or during this film, because chances are that it will literally come back to haunt you. Keep the drinking to a minimum as well. You've been warned, because, just like the tagline says, it will make you beg for mercy.<br /><br />Jackass Number Two follows the crazy men from the hit show Jackass, Johnny Knoxville, Bam Margera, Ryan Dunn, Steve-O, Chris 'Party Boy' Pontius, Preston Lacy, Ehren McGhehey, Dave England, Brandon DiCamillo, and Jason 'Wee Man' Acuna (Chris 'Raab Himself' Raab is absent) as they perform the most outrageous, life-threatening, and revolting stunts imaginable. I'm not going to tell what the stunts are, but I will warn you that any scene with an animal will be sickening or psychologically frightening, and that one cast member (once again, not telling) will flirt with death several times in the film.<br /><br />What makes Jackass Number Two so entertaining is not the stunts themselves, but how the cast reacts to them and to doing them. To put it simple, if they loved doing it and had a blast, you will too (this goes for 99% of the stunts). All the stunts are very original, and 90% of them are never-before-seen. You will witness a few recycled ones, but they're amped up. You wouldn't think directing really factors into a movie like this, but it does; Jeff Tremaine's direction makes the movie so much funnier, because he provides guidance for the gang in their comedic timing, which is simply brilliant on his part. He could have just sat back and slept throughout filming (actually, you'll see in the film that he did sleep through some filming), but he went out there and helped these crazy guys make the stunts as funny as he could. I give Mr. Tremaine two thumbs up for that. Another great thing about Jackass is its bonanza of celebrity cameos, and this time they include BMX legend Mat Hoffman, skateboard god Tony Hawk, director/actor Jay Chandrasekhar (Super Troopers & Beerfest), actor Luke Wilson, Miami Dolphins star Jason Taylor, and director/actor Mike Judge (Office Space). The scenes with Hoffman, Taylor, and Chandrasekhar are among the funniest in the film, as it's even funnier to see these men as a part of the film.<br /><br />Jackass Number Two is one of the most politically incorrect, morally degrading, and just plain wrong movies of all time, if not the most. Despite this, it is so original and so hilarious that you won't care about that. You'll be gasping for air, laughing so hard you'll be crying, and jumping out of your seat laughing throughout the entire film. Due to the explicit and potentially disturbing graphic content of this film, no one under 18 should watch this film. You've been warned. I hope you enjoy Jackass Number Two as much as I did.<br /><br />10/10 --spy",positive,1
"Everywhere I hear that people are calling this show bad because its premise is too far fetched....well maybe a do-good cab driver in Philly is pushing it a little (at least the cab drivers ive met), but that's what makes the show great.<br /><br />The fact that this show is a little off the reality track is an issue but its still enjoyable and fun. Its highly watchable and even though u know Mike wins out in the end he never wins in life. David Morse is a great actor and does a great job in the title role. His supporting cast is great and i must say the location of the show is especially great!<br /><br />All in all I watch this show not because im looking for a good dose of reality or a show with lots of action, I watch this show because its got great acting, a good premise, and a great story-line every week. It's also a plus when i can pick out the landmarks he drives by, or know what intersection he's at. I Love this show and I love Philly!! Give this show a shot!",positive,1
"Robert McKimson's 'Acrobatty Bunny' is one of the director's finest shorts. Although the circus-based setting may evoke hideous memories of McKimson's dreadful 'Big Top Bunny', 'Acrobatty Bunny' is in fact nowhere near as dull as that travesty. Pitting Bugs Bunny against a ferocious lion, 'Acrobatty Bunny' is fresh and funny from the outset, not to mention extremely attractive to look at. There's a classic scene in which Bugs takes a strangled elevator ride out of his hole only to emerge directly into the jaws of the lion. In a brilliant Disney parody, he hollers ""Pinocchio"" down the lion's throat! This brilliant opening is a sign of things to come. There are some expertly choreographed antics in and around the lion's cage to begin with, followed by a hilariously grotesque and irritating rendition of 'Laugh Clown Laugh' which, as a child, I used to impersonate regularly! All this culminates in a short acrobatic sequence which gives the cartoon its name. I've never been fond of the circus as a setting for cartoons and find it usually makes for a dull and predictable set of gags but 'Acrobatty Bunny' breaks from the mould and the result is an exhilaratingly funny short which stands amongst McKimson's best.",positive,1
"On first watching this film it is hard to know quite what has happened, but on a subsequent viewing it become more clear. I enjoyed this movie. Dean Cain was excellent in the role of Bob. Lexa Doig's character was confusing to understand, at first, she was out to trap Bob but i really believe she landed up loving him although by then she had broken his heart. Dean Cain's performance was an usual excellent. He gets better with every film he does. My only question at the end of the film was what happened to Bob, Camilla and the baby. It was left for the viewer to decide",positive,1
"Enjoyed catching this film on very late late late TV and it kept my interest through out the entire picture. This wonderful creepy, yet mysterious looking English home, with evil looking decorations and weired furniture and rooms that make you wonder just why anyone would want to rent this home or even own it. There are four(4)Tales concerning this house, and each resident of the home meets with all kinds of problems. You will notice the beautiful lake and pond around the home and also the sweet singing of birds, but don't let that fool you, there is horror all over the place. Peter Cushing,""Black Jack"",'80 gives a great performance as one of the person's living in the home and even Christopher Lee,""Curse of the Crimson Altar"",68 and his little daughter, Chloe Franks,(Jane Reid) make a wonderful exciting story together, his daughter for some reason loves to read WITCHCRAFT BOOKS! If you love creepy, horrible and mysterious films, with lots of surprises, this is the FILM FOR YOU!!!!",positive,1
"When I first viewed the trailer,I have to decide if this series would be perfect for my collection. But after hearing about it,I decided to buy it. When I bought the entire collection in a box set,it was absolutely what I wanted to see. It was very funny,and the characters were pretty cool. Favorite characters in the show are:Marion,Carrot,the Haze Knights,Big Momma,and Dotta. I also liked the opening and ending theme songs. The show also has some great voice talents from Tiffany Grant,Jason Douglas,and others. But however,this show is one of the greatest. So if you want to see something cool. Then this show is the one.",positive,1
"The people who don't like this movie seem to have some academic vendetta against it -- those of us who don't hold the original can totally enjoy it.<br /><br />My husband who had never seen the original said ""I don't want to see a girly movie."" I assured him that ""the women"" is just a great movie, not a girl movie. He had a great time. He was very glad to have gone and enjoyed it more than the ""boy"" movie we saw the day before ""burn after reading."" <br /><br />SPOILER: I even think the new ending is better. Maybe not quite as fun, but it was beautiful. At first I couldn't understand why they had made certain changes to the plot<br /><br />but when I got the end and Debra Messing gives birth and brings the first male into the movie, I cried. That's one thing to love about men  they are our sons.",positive,1
"One of the better made for TV biopics, I just wish it had told us more. I have read many biographies and seen other things about the Carpenters, and this movie did what it could, based on the constraints placed on it by the family. Cynthis Gibb did a wonderful job trying to bring Karen to life. One of my disappointments is that there was not more insight into Karen's anorexia. In the reading I have done about the disease (especially Cherry Boone O'Neill's wonderful book, Starving for Attention) anorexia appears to be a disease of control. Karen saw her weight as one thing in her life that she could control. She felt that she was being controlled in every other aspect of her life. Don't get me wrong, I believed she truly loved the music, but she felt she had little control over her career. She truly loved her family, but they did not express it well, and she didn't know how to make her family understand her. The film could have touched so much more on that. I treasure the music I have of the Carpenters and wish she was still alive to contribute more to music today.",positive,1
"This is one of my all-time favorite films, and while it may move too slowly for some, it's well worth seeing. A corporate lawyer (Richard Chamberlain) is dragged into a case involving ""city"" Aborigines, and this is no ordinary case. OK, a man has died but it wasn't exactly a normal killing. There has also been a greater than average amount of rain lately, and the atmosphere of most of the film is somewhat claustrophobic & oppressive. The Aborigines are harboring a secret and refuse to spill the beans. This has a lot to do with white men making assumptions about ""City"" vs. ""Tribal"" Aborigines, and of course no Abo in the big city would practice tribal ways. Uh huh. Chamberlain is having strange dreams and he is somehow the key to what's happening, although no matter how many times I've seen this I can't quite grasp the exact connection. This is a very eerie and creepy film, and is a fine example of Peter Weir's ability to create tension out of nothing. The ending is a little ambiguous but I take it literally, it's the easiest way out and the scariest. 10 out of 10 and highly recommended.",positive,1
"Another ""must have"" film. Henry Brandon is a favorite! I was so surprised when I learned years ago that he was from Germany because he sounds & looks so typically American! And wasn't he great in ""The Searchers"" as Chief Scar??!! Another of my favorites, I have it & watch it over & again. Now if I could add this one to my collection, it would make my day! This is a great wildlife story & film for all ages. The scenery is so absolutely beautiful & the plight of the endangered snow leopards is told with such great emotion it will spark the interest in endangered species in anyone, especially children. If I could I would give a copy to all of my grands & great grands!",positive,1
"Director Samuel Fuller concocts a brilliant visual set-up: cocky pickpocket unwittingly lifts some microfilm from a woman's purse; it turns out she's a courier for the Communists, and now she and the grifter are being watched by the police. The Film Noir Formula is all its glory--before the ingredients became clichés--including waterfront locales, floozies, saxophones on the soundtrack, and one hell of a climactic fistfight. Performances by Richard Widmark and Jean Peters are right on target, and the smart, sharp script is quite colorful. Fabulous Thelma Ritter received an Oscar nomination for knockout supporting role as a ""professional stoolie"". Exciting, atmospheric, tough as nails. *** from ****",positive,1
"I agree that Capital City should be on DVD. I watched this show only by accident in 1994 and fell in love with Rolf Saxon as Hudson Talbot. It was nice to see Americans who work abroad in London in the financial industry for a change. I loved Rolf in this role and loved every other role that he has been in. I can't believe the show only lasted 13 episodes. I liked William Armstrong as Hudson's flamboyant charming friend in the series. When they aired this show in the New York City area, it was always late at night or at off times. The show is less than an hour long. I felt this show should have gone on longer but the casting changes in the second season really made the show a little less interesting. I didn't care for Sylvia but missed the actress, Julia Phillips-Lane in the previous season. I felt this show took chances and often it worked. It showed Americans who loved and chose to live in London. The American characters were not arrogant or tried to outdo their British counterparts. I also liked the fact that they had tried to internationalize the cast rather than make them all British. I liked watching Julia Ormond in an early role. I felt this show should have lasted longer. I felt at times that the previews lasted as long as the show in less than an hour. They could have transferred the cast to New York City and it would have been a hit in America.",positive,1
"I finally got hold of the excellent Sazuma DVD of this film which is loaded with interesting extras. I have read quite a lot about it, and I unfortunately missed it at the Stockholm Film Festival. It doesn't quite deliver as I thought it would but it is still worth watching if you like strange and unique movies. I much rather watch this again than any of the recent so-called horror films vomited out of Hollywood these days. What detracts from the experience for me, is certain music cues which sound dated and rely too much on cheap synth sounds. For me, all these tonal/harmonic elements of the score could have been lifted out, and replaced by David Kristians excellent sound design. But that is just my opinion. Otherwise this is a daring, angry picture with welcome meditative and poetic parts, like the fading of the photograph sequence which is beautiful. I look forward to seeing Ascension, and I applaud Mitch and Karim for their efforts in producing non-mainstream cinema. They are a great inspiration as I soon embark on my own short film production.",positive,1
"I revisited Grand Canyon earlier this year when I set out to devise a ten best list of the 1990's. I first saw the film when I was 17 years old. How did I hear about it? It was reviewed, and recommended highly, by Siskel & Ebert in 1991, and I eventually caught it on video a year later.<br /><br />It's a great film, a powerful film, a healing film, about the power of listening, truly listening to one another. I've seen it six times now, and it entertains and inspires me with every subsequent viewing. But why the poor reviews for this movie? Maltin's movie guide gives it two out of four. Too melodramatic, too much coincidence, too sappy, are the expressions that I read the most. Yes, there is melodrama in this story, and yes, there is a lot of coincidence, too. But it delivers with an intensity and force that seems supple. For all of the ""plot"" that exists in Grand Canyon, such as drive-by shootings, a police chase, an earthquake, a love affair, a woman's discovery of a baby in the bushes, another shooting, a near accident by a new driver, and worldly advice from a homeless man, this movie wins because of the smart performances by Kevin Kline, Steve Martin, Mary McDonnell, Alfre Woodard, Danny Glover, and Jeremy Sisto. It also succeeds because of Lawrence Kasdan's skillful direction and writing. You know that this isn't just another movie when you consider a sequence at the beginning of the film that involves Kevin Kline being harassed by four black youths. Danny Glover plays a tow truck driver who assists the Kline character, but not before he gets harassed too, by the leader of the bunch. Listen to the dialogue as the kid suggests to Glover,""Are you afraid of me because of me, or because I have a gun?"".<br /><br />Grand Canyon is filled with one perceptive scene after another. Steve Martin should have been nominated for best supporting actor as a movie producer who has a change of heart and then a subsequent change of mind. I think his character is a warning that ""the good"" can carry us forward, that idealism is a virtue, but one that we must fight for constantly rather than depend upon.<br /><br />I fear that Grand Canyon may be lost forever in the wilderness of non-new releases at the video store. But with the deals now on older releases as low as 99 cents, I plead with anyone who has read this far into a review from a reviewer that you will thank after having rented it, Grand Canyon is something special. If you loved Magnolia, another movie with a big ensemble about deep humanist themes, you'll love Grand Canyon, too.",positive,1
"I saw this movie at the Philadelphia Film Festival today and enjoyed it overall. It is an interesting and adept analysis of the all-too-common revelation that our parent's marriage was more flawed and difficult than we originally imagined. In addition, this movie is an excellent example of process of discovering truths about our parent's lives after their death and the issues associated with that. However, i found the sound quality (recording and editing) to be relatively poor and annoying. *** It may very well have been related to the specific theater and projection conditions *** i am not a film maker / student or anything and claim no real understanding of the sound production process, but as a consumer, i found the audio portion of the movie distracting. Specifically, i heard very unpleasant lip smacking noises through out (especially one long interview with the younger sister) the film, and often the background noise level was higher in volume than people's voices (for example the scene when a small group was sorting through the mothers papers). has anyone else seen this movie, noticed anything about the sound... thanks",positive,1
"I really enjoyed watching Hell to Pay. I've been a fan of Westerns for as long as I can remember and this one reminded me of a lot of the Westerns from the 1960s (even though I was too young to have seen them in their first run). The one thing that bothered me about the movie was the constant music. It was distracting at times. One thing I did notice, and I wonder how many other fans of Gunsmoke noticed, was the name of Buck Taylor's character. It was a play on Doc Adams' name from Gunsmoke. Instead of Gaylan Adams, Buck Taylor used Adam Galen. I wonder if that was his choice or Chris McIntyre's? Anyway, I would recommend this movie to fans of Westerns. Don't expect anything too ""deep"". Just plain old entertainment.",positive,1
"I'm lucky enough to have a good quality copy of my VHS on DVD so I can now watch this over and over again. The characters are so well played I can't find fault with any aspect of the casting. OK, so there are a few differences from the book, but the old cliché of love conquering all is so powerfully portrayed that it makes no difference. The reality of living in the rural countryside of early 19th century England is beautifully contrasted by the changing seasons, from biting winter to glorious summer days and this is mirrored in the different characters, from Prue's bullying father to Kester's all encompassing love. A story that changed my life.",positive,1
"After 7 years of watching that dreadful nonsense called Star Trek Voyager I was feeling pretty numb. Next Gen and DS9 were bloody good stuff and Voyager ruined TV Trek. This opened with probably the best pilot to a Trek show. The crew were really good as were the choice of actors for the parts. Scott Bakula played a typical first time captain in deep space and his unpolished way of doing things was a refreshing change to the already know everything captains from before. The rest of the crew were really likable in their roles and I think they got off to a good first season. When the show was prematurely canceled I was really disappointed. In A Mirror Darkly showed us what the cast were capable of. Pity a film or TV movie was never considered. So much back story and founding of the federation left to tell, including the onset of hostilities with the Klingons..........",positive,1
"Just watched this after my mother brought it back from America for me, was dreading watching this after all the negative comments on here but I have to say, yes the acting is cheesy, some of the effects are laughable.<br /><br />But you have to remember this was meant to be 1898 not 2005, and for such a low budget I thought it was quite good. I enjoyed this version much more then the Spielberg version I saw last week.<br /><br />I have read the book so many times, and found myself going ""ahh yes that's in the book"" almost all the time, with the other version hardly anything of the book existed.<br /><br />So well done for at least trying to make a true version.",positive,1
"This movie draws you in and gets you hooked on keeping your eyes on the screen. The writer/director is brilliant with the narrative parts and the use of creative and interesting camera angles and perspectives which all add to the gripping hold it will have on you. Insomniac's Nightmare is original and refreshingly different from any other movie you have seen. Is it a dream or reality? This indie will have you discussing the twists and turns it takes through the conscious and subconscious. It has an eery feel with it's dark interpretations of illusions. Dominic Monaghan really became the insomniac. He is a great actor who is not hard on the eyes either! He really poured his whole being into this role. From the storyline to the way it is shot makes this indie one of my favorites. I recommend it highly and eagerly await to see more from this innovative, creative writer/director/cinematographer!!!",positive,1
"""Beyond Rangoon"" is simply marvelous. From the traumatic opening to the uplifting ending, you will be amazed at how well put together this film is. Patricia Arquette amazingly portrays Laura Bowman, who we meet as a shut-down and quit despondent young doctor, unable to deal with her grief over the loss of her husband and son. Throughout the course of the film, as she is trapped in Burma, witnesses the Democratic uprise and massacres in the capital city of Rangoon, flees for her life, and saves her tour-guide's (U Aung Ko's) life, she is regaining her will to live. This may seen contrived or heavy handed: it is not. John Boorman, a master at spiritual and emotional conflict, paints the film with broad strokes, and often uses symbolism to capture Laura's emotional state, and physical predicament. Patricia Arquette, as usual, gives a wonderfully convincingly and believable performance as the emotionally wounded Laura. What Arquette does amazingly, in any role that she plays, is give us a window into her character's heart without words. Every time she is given a close up in the film, the audience is given insight into her character. She does not need to speak to convey emotions, or be over the top. Some critics were harsh on Arquette's performance in the film when it opened on August 25, 1995, deeming that she was ""flat"" or ""dull"" in the role. I found her characterization dead-on, staying well away from the melodramatics that typically are part of an actor's performance when having a personally tragedy take place. She is on shock and is reserved about her feelings: that is just as normal as screaming lashing out at those around you. I am hoping that Warner Brothers releases this title on DVD very soon. With Arquette's hugely successful NBC drama"" Medium"" bringing her to household name status, not to mention an Emmy win and now 2007 nomination, it would be in the studio's best interest to do so. Hopefully there will be extras, with the alternate ending. Do not by pass by this film. It is one that you will certainly not forget after seeing.",positive,1
